rank,score,hidden,competition,mli,county,state,metro,legal,legal_note,homes_sold,population,pop_growth_4yr,permits_2025,permits_per_1k,median_price,months_supply,median_dom,sale_to_list,price_yoy,sales_yoy,period
1735,13.7,-25.9,31.3,60.8,"Wayne County, WV",WV,"Huntington, WV",Clear,"Generally permitted; use 'and/or assigns', market privately",20,37589,-0.03283159655216776,61,1.62,152000.0,3.1,32.0,0.9596995357,-0.03184713376,-0.09090909091,2026-05-31
1736,13.7,-35.3,34.6,35.4,"Greenup County, KY",KY,"Huntington, WV",License req'd,HB 62: marketing an equitable interest = brokerage,25,35273,-0.017191418222346058,21,0.6,187000.0,3.5,50.0,0.9386961254,0.04469273743,0.08695652174,2026-05-31
1737,13.6,-90.3,98.7,45.8,"Philadelphia County, PA",PA,"Philadelphia, PA",Clear,"Generally permitted; use 'and/or assigns', market privately",1211,1573916,-0.016786732534226894,3366,2.14,295000.0,4.4,47.0,0.9863538427,0.0,-0.1429582449,2026-05-31
1738,13.6,-23.4,25.1,29.5,"Alcorn County, MS",MS,"Corinth, MS",Clear,"Generally permitted; use 'and/or assigns', market privately",16,34228,-0.014511113670390418,35,1.02,234900.0,3.7,77.0,,0.4065868263,-0.05882352941,2026-05-31
1739,13.5,-52.0,62.3,23.4,"Christian County, KY",KY,"Clarksville, TN",License req'd,HB 62: marketing an equitable interest = brokerage,67,71006,-0.02394567548248749,175,2.46,270000.0,4.0,83.0,0.976200882,0.221719457,0.2884615385,2026-05-31
1740,13.5,-66.9,64.5,29.8,"Northumberland County, PA",PA,"Sunbury, PA",Clear,"Generally permitted; use 'and/or assigns', market privately",65,90027,-0.01663571818678318,31,0.34,175000.0,4.0,59.0,0.9527011846,0.5217391304,-0.01515151515,2026-05-31
1741,13.4,-5.5,5.3,60.6,"Converse County, WY",WY,Wyoming nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",12,13766,0.0011636363636363637,10,0.73,320000.0,3.3,43.0,0.9859981712,0.1636363636,-0.4285714286,2026-05-31
1742,13.4,-2.9,10.4,84.8,"Houston County, MN",MN,"La Crosse, WI",Clear,"Generally permitted; use 'and/or assigns', market privately",13,18352,-0.025022578760027624,37,2.02,233000.0,2.1,22.0,0.9826989894,-0.1036737834,-0.07142857143,2026-05-31
1743,13.3,-7.3,13.6,59.6,"Moffat County, CO",CO,"Craig, CO",Clear,"Generally permitted; use 'and/or assigns', market privately",22,13142,-0.00957118094807446,24,1.83,323450.0,3.5,32.0,0.96821947,0.06223316913,0.1,2026-05-31
1744,13.3,-48.6,45.9,13.8,"Danville, VA",VA,"Danville, VA",Clear,"Generally permitted; use 'and/or assigns', market privately",38,41993,-0.013739489877401475,14,0.33,195000.0,6.2,70.0,0.9558018705,0.2745098039,-0.09523809524,2026-05-31
1745,13.2,-32.3,30.5,36.0,"Bureau County, IL",IL,"Ottawa, IL",License req'd,Only 1 deal / 12 mo without a broker license (RELA),22,32486,-0.022242287434161023,16,0.49,151250.0,4.0,52.0,0.9580771345,0.001655629139,0.04761904762,2026-05-31
1746,13.2,-10.7,14.2,74.1,"Giles County, VA",VA,"Blacksburg, VA",Clear,"Generally permitted; use 'and/or assigns', market privately",18,16533,-0.01507208387942333,23,1.39,258500.0,2.7,19.0,0.9599810241,0.9077490775,2.0,2026-05-31
1747,13.1,-87.2,99.2,52.2,"San Bernardino County, CA",CA,"Riverside, CA",Mktg limits,No public property ads without ownership/license,1423,2214281,0.014085016619907435,6240,2.82,550000.0,4.3,46.0,0.99733045,0.0101010101,-0.03721244926,2026-05-31
1748,13.1,-58.5,60.8,20.9,"Chemung County, NY",NY,"Elmira, NY",Mktg limits,"Market the assignable interest, not the property",53,81115,-0.030617732471288406,98,1.21,144330.0,4.8,82.0,0.9865806863,-0.09934477379,-0.3837209302,2026-05-31
1749,13.0,-75.6,79.2,93.3,"Kent County, RI",RI,"Providence, RI",Clear,"Generally permitted; use 'and/or assigns', market privately",154,172450,0.011893934504145567,248,1.44,442500.0,2.1,25.0,1.018583644,0.005681818182,-0.3031674208,2026-05-31
1750,13.0,-46.8,46.1,23.1,"Pittsburg County, OK",OK,"McAlester, OK",License req'd,SB 1075 (Nov 2025) closed the double-close loophole,37,43395,-0.008952428803069405,31,0.71,255000.0,6.9,32.0,0.9546059951,0.5,0.0,2026-05-31
1751,12.9,-31.5,31.7,52.4,"Montgomery County, KS",KS,"Coffeyville, KS",Clear,"Generally permitted; use 'and/or assigns', market privately",25,30459,-0.029968152866242038,27,0.89,128750.0,2.6,42.0,0.9436872941,0.2875,0.1363636364,2026-05-31
1752,12.9,-68.0,74.0,84.9,"Portsmouth, VA",VA,"Virginia Beach, VA",Clear,"Generally permitted; use 'and/or assigns', market privately",160,96482,-0.015459656928273315,179,1.86,290000.0,1.8,33.0,0.9958984742,0.06813996317,-0.05325443787,2026-05-31
1753,12.8,-4.2,1.2,77.6,"Mercer County, ND",ND,North Dakota nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",10,8348,0.0,3,0.36,292450.0,1.8,36.0,,0.3602325581,-0.09090909091,2026-05-31
1754,12.8,-78.8,77.5,91.2,"Sussex County, NJ",NJ,"Newark, NJ",Mktg limits,No public property ads without ownership/license,148,147444,0.02449294394763721,96,0.65,475000.0,3.1,21.0,1.03126176,0.1377245509,-0.1956521739,2026-05-31
1755,12.7,-50.5,54.1,12.9,"Rutland County, VT",VT,"Rutland, VT",Clear,"Generally permitted; use 'and/or assigns', market privately",42,60198,-0.004399311987298227,89,1.48,340000.0,6.7,69.0,0.962837604,0.02486812359,-0.3,2026-05-31
1756,12.7,2.4,1.0,54.0,"Union County, IN",IN,"Cincinnati, OH",Disclosure,Assignment disclosure required; else 'deceptive act',11,6884,-0.027546263596553187,10,1.45,184500.0,1.6,45.0,0.925688275,0.3717472119,2.666666667,2026-05-31
1757,12.6,-57.8,52.5,57.7,"Knox County, IL",IL,"Galesburg, IL",License req'd,Only 1 deal / 12 mo without a broker license (RELA),48,48716,-0.021884913464241255,1,0.02,125500.0,2.9,44.0,0.9680599736,-0.03461538462,-0.2131147541,2026-05-31
1758,12.6,-12.1,10.5,4.8,"Clay County, AR",AR,Arkansas nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",17,14112,-0.029035365350213293,9,0.64,120000.0,4.9,121.0,0.9387284129,-0.003735990037,0.7,2026-05-31
1759,12.5,-85.3,91.6,87.2,"Bristol County, MA",MA,"Providence, RI",Clear,"Generally permitted; use 'and/or assigns', market privately",342,588593,0.0204880230800172,1156,1.96,540000.0,2.7,23.0,1.009351694,0.02857142857,-0.1363636364,2026-05-31
1760,12.5,-29.1,25.0,5.1,"Preston County, WV",WV,"Morgantown, WV",Clear,"Generally permitted; use 'and/or assigns', market privately",16,34055,-0.003977654938434091,8,0.23,262500.0,5.6,119.0,0.9582847938,-0.1279069767,-0.1578947368,2026-05-31
1761,12.4,-22.9,17.3,14.3,"Park County, MT",MT,Montana nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",19,18074,0.04904521446398514,0,0.0,599000.0,7.5,60.0,,-0.1125925926,0.2666666667,2026-05-31
1762,12.4,-35.2,32.0,40.6,"Montgomery County, IL",IL,Illinois nonmetropolitan area,License req'd,Only 1 deal / 12 mo without a broker license (RELA),28,27615,-0.022200977267898873,11,0.4,152500.0,2.1,61.0,0.9375507101,0.3738738739,0.3333333333,2026-05-31
1763,12.3,-45.7,58.0,22.6,"Summit County, CO",CO,"Breckenridge, CO",Clear,"Generally permitted; use 'and/or assigns', market privately",111,30882,-0.01142802266397772,318,10.3,1237500.0,6.5,48.0,0.9722904315,0.2376237624,-0.1526717557,2026-05-31
1764,12.3,-62.0,67.6,88.5,"Geauga County, OH",OH,"Cleveland, OH",Disclosure,SB 155: bold written disclosure or seller can cancel,86,95362,-0.00024112805996750014,180,1.89,400500.0,1.5,26.0,0.9868997602,0.1313559322,0.1621621622,2026-05-31
1765,12.2,-8.8,3.0,69.8,"Pike County, IN",IN,"Jasper, IN",Disclosure,Assignment disclosure required; else 'deceptive act',10,12116,-0.01110022853411688,0,0.0,202000.0,2.2,25.0,0.9447898326,-0.1002227171,0.25,2026-05-31
1766,12.2,-62.7,73.8,82.6,"Skagit County, WA",WA,"Mount Vernon, WA",Mktg limits,No public property ads without ownership/license,114,132736,0.0218243123609518,373,2.81,610140.0,3.5,14.0,0.9961271152,-0.008128230972,-0.1617647059,2026-05-31
1767,12.1,-46.9,49.4,53.8,"Washington County, NY",NY,"Glens Falls, NY",Mktg limits,"Market the assignable interest, not the property",32,59839,-0.02073446142768304,84,1.4,233775.0,4.2,54.0,1.013044655,0.01641304348,-0.4181818182,2026-05-31
1768,12.1,-87.2,94.9,45.2,"District of Columbia, DC",DC,"Washington, DC",Clear,"Generally permitted; use 'and/or assigns', market privately",649,702250,0.04670175297391481,1591,2.27,740000.0,4.8,47.0,0.9958234778,0.05488239487,0.0889261745,2026-05-31
1769,12.0,-23.3,30.4,3.4,"Apache County, AZ",AZ,Arizona nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",11,64800,-0.016945552740567683,142,2.19,313000.0,13.7,62.0,0.9483138044,-0.3044444444,0.0,2026-05-31
1770,12.0,-64.0,63.0,29.6,"Lawrence County, PA",PA,"New Castle, PA",Clear,"Generally permitted; use 'and/or assigns', market privately",60,84233,-0.020204722577643365,70,0.83,200000.0,4.5,54.0,0.9549222031,0.3698630137,-0.2105263158,2026-05-31
1771,11.9,-82.7,94.6,94.9,"Essex County, NJ",NJ,"Newark, NJ",Mktg limits,No public property ads without ownership/license,466,881527,0.025007557963768284,3657,4.15,725000.0,3.1,30.0,1.08771979,0.0394265233,-0.09161793372,2026-05-31
1772,11.9,-41.1,39.8,61.1,"Cortland County, NY",NY,"Cortland, NY",Mktg limits,"Market the assignable interest, not the property",25,45945,-0.01724027293533828,37,0.81,220000.0,3.7,35.0,0.9824866439,0.03773584906,-0.07407407407,2026-05-31
1773,11.8,-94.3,94.1,100.0,"Monroe County, NY",NY,"Rochester, NY",Mktg limits,"Market the assignable interest, not the property",487,752202,-0.007317745896717506,755,1.0,300000.0,1.1,8.0,1.193021243,0.07865168539,-0.2665662651,2026-05-31
1774,11.8,-12.3,10.7,47.1,"Colusa County, CA",CA,California nonmetropolitan area,Mktg limits,No public property ads without ownership/license,11,22074,0.00942015730748125,17,0.77,395000.0,3.1,58.0,0.9747787498,-0.04704463209,0.375,2026-05-31
1775,11.7,-27.7,22.9,20.2,"Gallia County, OH",OH,"Point Pleasant, WV",Disclosure,SB 155: bold written disclosure or seller can cancel,17,28886,-0.012106703146374829,7,0.24,218000.0,3.2,90.0,0.9548573922,0.4572192513,0.2142857143,2026-05-31
1776,11.7,-52.8,53.6,67.9,"Chaves County, NM",NM,"Roswell, NM",Clear,"Generally permitted; use 'and/or assigns', market privately",39,63697,-0.022347397663960218,75,1.18,214000.0,3.6,25.0,,0.07053526763,-0.4,2026-05-31
1777,11.6,-88.9,98.9,93.1,"Hennepin County, MN",MN,"Minneapolis, MN",Clear,"Generally permitted; use 'and/or assigns', market privately",1597,1273334,-0.00654432084336541,3491,2.74,425000.0,2.1,20.0,1.008045915,0.04679802956,-0.08950969213,2026-05-31
1778,11.6,-7.5,3.4,6.7,"Powell County, KY",KY,Kentucky nonmetropolitan area,License req'd,HB 62: marketing an equitable interest = brokerage,10,12928,-0.013054431636002749,5,0.39,222450.0,6.7,80.0,0.9375453897,0.08512195122,0.4285714286,2026-05-31
1779,11.5,-40.4,35.9,24.0,"Marion County, IL",IL,"Centralia, IL",License req'd,Only 1 deal / 12 mo without a broker license (RELA),26,36437,-0.032397694983668374,12,0.33,90750.0,3.4,52.0,0.9016656305,-0.3272794663,0.04,2026-05-31
1780,11.5,-16.1,21.1,80.4,"Union County, OR",OR,"La Grande, OR",Register,HB 4058: register with the OR Real Estate Agency,17,26058,-0.00420360745949251,50,1.92,385000.0,4.1,8.0,0.9941884719,0.2962962963,0.0,2026-05-31
1781,11.4,-57.2,51.7,41.6,"Marion County, WV",WV,"Fairmont, WV",Clear,"Generally permitted; use 'and/or assigns', market privately",40,55649,-0.010402959063911513,10,0.18,227000.0,3.8,54.0,0.9731030722,0.3278736473,0.05263157895,2026-05-31
1782,11.4,-15.0,11.7,66.5,"Iowa County, IA",IA,Iowa nonmetropolitan area,Mktg limits,No public property ads without ownership/license,16,16423,-0.013811325286735123,9,0.55,230000.0,2.4,28.0,0.9474867441,0.0407239819,-0.1578947368,2026-05-31
1783,11.3,-45.4,41.3,59.9,"Freeborn County, MN",MN,"Albert Lea, MN",Clear,"Generally permitted; use 'and/or assigns', market privately",41,30314,-0.018678579521543493,13,0.43,191000.0,2.9,41.0,0.9698179202,-0.01774235022,0.3666666667,2026-05-31
1784,11.3,-3.0,8.9,44.8,"Carbon County, WY",WY,Wyoming nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",15,14250,-0.017783291976840365,30,2.11,310000.0,4.0,48.0,0.9744928322,0.2449799197,0.0,2026-05-31
1785,11.2,-64.0,57.5,26.2,"Jefferson County, OH",OH,"Weirton, WV",Disclosure,SB 155: bold written disclosure or seller can cancel,51,63900,-0.01972816248887798,3,0.05,159000.0,3.6,64.0,0.9385456525,0.2325581395,0.08510638298,2026-05-31
1786,11.2,-23.3,16.5,81.0,"Jackson County, WV",WV,"Charleston, WV",Clear,"Generally permitted; use 'and/or assigns', market privately",12,27718,-0.0002885378345235519,0,0.0,285000.0,1.8,21.0,0.9587992244,1.150943396,0.2,2026-05-31
1787,11.1,-41.4,42.6,67.1,"Fulton County, OH",OH,"Toledo, OH",Disclosure,SB 155: bold written disclosure or seller can cancel,32,42028,-0.014352720450281426,57,1.36,283750.0,2.3,47.0,0.9828371681,0.2953663547,0.1034482759,2026-05-31
1788,11.1,-28.6,27.3,69.3,"Warren County, PA",PA,"Warren, PA",Clear,"Generally permitted; use 'and/or assigns', market privately",16,37373,-0.029927840938586928,35,0.94,152000.0,3.3,12.0,0.9483716628,0.1259259259,-0.2727272727,2026-05-31
1789,11.0,-40.2,42.8,47.6,"Halifax County, NC",NC,"Roanoke Rapids, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,29,46992,-0.029411764705882353,75,1.6,200000.0,3.1,48.0,0.9568511974,0.1111111111,0.380952381,2026-05-31
1790,11.0,-37.7,36.8,15.4,"Venango County, PA",PA,"Oil City, PA",Clear,"Generally permitted; use 'and/or assigns', market privately",20,49476,-0.01749508509243998,50,1.01,239900.0,7.1,53.0,0.9604715917,0.5988003999,-0.4444444444,2026-05-31
1791,10.9,-13.7,16.5,67.8,"Hughes County, SD",SD,"Pierre, SD",Clear,"Generally permitted; use 'and/or assigns', market privately",19,17526,-0.01211882081055183,29,1.65,320000.0,2.9,34.0,0.9755092669,0.2556405729,0.3571428571,2026-05-31
1792,10.9,-65.2,67.6,26.7,"Fayette County, PA",PA,"Pittsburgh, PA",Clear,"Generally permitted; use 'and/or assigns', market privately",66,123941,-0.036116187735739005,196,1.58,154950.0,4.6,53.0,0.9459985244,-0.1343575419,-0.164556962,2026-05-31
1793,10.8,-37.8,39.6,29.3,"Union County, PA",PA,"Lewisburg, PA",Clear,"Generally permitted; use 'and/or assigns', market privately",27,42159,-0.011628179580354003,63,1.49,315000.0,4.5,65.0,0.9754473021,-0.07079646018,-0.06896551724,2026-05-31
1794,10.8,-56.4,52.4,83.2,"Whitman County, WA",WA,"Pullman, WA",Mktg limits,No public property ads without ownership/license,48,48399,0.012086740135087096,26,0.54,408250.0,2.8,19.0,0.9894441154,-0.06685714286,0.3714285714,2026-05-31
1795,10.7,-46.4,54.9,15.4,"Windham County, VT",VT,Vermont nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",59,45627,-0.005471031867125856,120,2.63,435000.0,5.4,84.0,0.9743022361,0.06617647059,0.2040816327,2026-05-31
1796,10.7,-15.3,13.5,98.6,"Menard County, IL",IL,"Springfield, IL",License req'd,Only 1 deal / 12 mo without a broker license (RELA),24,11963,-0.025179269882659713,11,0.92,189500.0,0.6,8.0,0.9912165962,0.2225806452,0.1428571429,2026-05-31
1797,10.6,-90.9,96.5,65.3,"Prince George's County, MD",MD,"Washington, DC",Disclosure,HB 124/SB 160: assignment disclosure or rescission,686,966629,0.0012751217632520474,2090,2.16,449450.0,3.5,41.0,1.000015637,-0.00564159292,-0.1032679739,2026-05-31
1798,10.6,-64.7,60.7,59.7,"Adams County, IL",IL,"Quincy, IL",License req'd,Only 1 deal / 12 mo without a broker license (RELA),67,64109,-0.023056292097162537,36,0.56,180000.0,2.8,48.0,0.9804489049,-0.02173913043,-0.1518987342,2026-05-31
1799,10.5,-51.7,51.5,29.6,"Pittsylvania County, VA",VA,"Danville, VA",Clear,"Generally permitted; use 'and/or assigns', market privately",37,59410,-0.016064922159655513,72,1.21,270500.0,4.8,58.0,0.9706358077,0.08634538153,0.275862069,2026-05-31
1800,10.5,-67.4,71.4,70.1,"Rapides Parish, LA",LA,"Alexandria, LA",Clear,"Generally permitted; use 'and/or assigns', market privately",91,125899,-0.028991654969226736,241,1.91,232500.0,2.7,26.0,0.9611975022,0.1772151899,0.1234567901,2026-05-31
1801,10.4,-41.8,37.5,32.1,"Fulton County, IL",IL,"Peoria, IL",License req'd,Only 1 deal / 12 mo without a broker license (RELA),31,32510,-0.031114025153483937,18,0.55,127000.0,3.3,62.0,0.9461159201,0.1288888889,-0.1142857143,2026-05-31
1802,10.4,-85.9,91.3,88.3,"Stanislaus County, CA",CA,"Modesto, CA",Mktg limits,No public property ads without ownership/license,333,556972,0.0058911704682956785,1205,2.16,482900.0,2.2,21.0,0.9955167036,-0.0342,-0.02346041056,2026-05-31
1803,10.3,-41.7,39.3,7.7,"Miller County, AR",AR,"Texarkana, TX",Clear,"Generally permitted; use 'and/or assigns', market privately",27,41958,-0.01474663034800169,37,0.88,260000.0,5.0,100.0,0.9397588469,0.3333333333,0.0,2026-05-31
1804,10.3,-55.9,53.5,32.4,"Henry County, VA",VA,"Martinsville, VA",Clear,"Generally permitted; use 'and/or assigns', market privately",50,49385,-0.028772026431718063,44,0.89,170000.0,4.5,49.0,0.9550640746,-0.05555555556,-0.1228070175,2026-05-31
1805,10.2,-37.3,31.5,24.1,"Jefferson County, IL",IL,"Mount Vernon, IL",License req'd,Only 1 deal / 12 mo without a broker license (RELA),21,36107,-0.024135135135135134,12,0.33,165000.0,4.3,57.0,0.9359949848,0.1,-0.2222222222,2026-05-31
1806,10.2,-65.2,62.1,72.4,"Ross County, OH",OH,"Chillicothe, OH",Disclosure,SB 155: bold written disclosure or seller can cancel,62,76046,-0.013261016245393678,59,0.78,267500.0,2.0,42.0,0.9800197845,0.1145833333,0.08771929825,2026-05-31
1807,10.1,-39.9,49.9,2.4,"Greene County, NY",NY,New York nonmetropolitan area,Mktg limits,"Market the assignable interest, not the property",42,46903,-0.017964447980569922,140,2.98,387500.0,8.6,107.0,0.9621186061,0.06164383562,-0.25,2026-05-31
1808,10.1,-0.2,5.0,12.4,"Trinity County, CA",CA,California nonmetropolitan area,Mktg limits,No public property ads without ownership/license,10,15642,-0.028145386766076422,33,2.11,260500.0,12.3,19.0,0.9607599225,-0.173015873,-0.2307692308,2026-05-31
1809,10.0,-61.4,64.6,72.4,"Ward County, ND",ND,"Minot, ND",Clear,"Generally permitted; use 'and/or assigns', market privately",86,68427,-0.021380967363633763,128,1.87,289950.0,2.1,41.0,0.9809104263,0.04486486486,-0.05494505495,2026-05-31
1810,10.0,3.0,7.0,49.0,"Schuyler County, NY",NY,New York nonmetropolitan area,Mktg limits,"Market the assignable interest, not the property",11,17121,-0.04143105089300711,54,3.15,245000.0,4.3,48.0,0.9935494472,0.1128118712,-0.08333333333,2026-05-31
1811,9.9,-43.1,47.4,33.5,"Crittenden County, AR",AR,"Memphis, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",37,46633,-0.03029735911831982,96,2.06,245000.0,4.1,61.0,0.9704489932,0.09865470852,0.3214285714,2026-05-31
1812,9.9,-80.7,83.6,59.4,"Dutchess County, NY",NY,"Poughkeepsie, NY",Mktg limits,"Market the assignable interest, not the property",158,299963,0.01368645514053117,552,1.84,522500.0,4.5,36.0,1.002620114,0.123655914,-0.1173184358,2026-05-31
1813,9.8,-32.4,27.4,15.6,"Iroquois County, IL",IL,Illinois nonmetropolitan area,License req'd,Only 1 deal / 12 mo without a broker license (RELA),23,26067,-0.033338277831343174,14,0.54,125000.0,4.8,62.0,0.9166439033,-0.02950310559,-0.1481481481,2026-05-31
1814,9.8,-94.7,90.6,96.7,"Hampden County, MA",MA,"Springfield, MA",Clear,"Generally permitted; use 'and/or assigns', market privately",342,464151,0.0009423912152749324,318,0.69,360000.0,1.8,21.0,1.02423049,0.02857142857,0.03951367781,2026-05-31
1815,9.7,-69.1,64.8,76.9,"San Juan County, NM",NM,"Farmington, NM",Clear,"Generally permitted; use 'and/or assigns', market privately",50,120817,-0.004695725242406518,80,0.66,324000.0,2.3,30.0,,0.03696591455,-0.03846153846,2026-05-31
1816,9.7,-18.2,10.3,24.6,"Hancock County, IL",IL,"Fort Madison, IA",License req'd,Only 1 deal / 12 mo without a broker license (RELA),14,17008,-0.031324752249686755,1,0.06,107250.0,4.1,55.0,0.9289360943,-0.08723404255,0.0,2026-05-31
1817,9.6,-56.4,60.4,13.0,"Windsor County, VT",VT,"Lebanon, NH",Clear,"Generally permitted; use 'and/or assigns', market privately",72,57697,-0.0006754884300956076,119,2.06,447500.0,5.2,94.0,0.9707385014,0.005617977528,-0.08860759494,2026-05-31
1818,9.6,-3.3,1.7,12.8,"Marion County, TX",TX,Texas nonmetropolitan area,Disclosure,Must disclose equitable interest when marketing,10,9704,-0.016719019150876483,11,1.13,277450.0,6.6,34.0,0.5340453939,-0.04982876712,1.0,2026-05-31
1819,9.5,-31.1,25.4,95.0,"Morgan County, IL",IL,"Jacksonville, IL",License req'd,Only 1 deal / 12 mo without a broker license (RELA),17,32618,-0.02615393801874963,15,0.46,171500.0,2.6,4.0,1.000266199,0.0652173913,-0.46875,2026-05-31
1820,9.5,-80.4,81.2,69.5,"Monroe County, PA",PA,"East Stroudsburg, PA",Clear,"Generally permitted; use 'and/or assigns', market privately",211,166523,-0.010711357722514645,257,1.54,346238.5,3.8,23.0,0.9839302751,0.1406308681,-0.09051724138,2026-05-31
1821,9.4,-99.1,97.3,86.5,"Milwaukee County, WI",WI,"Milwaukee, WI",Clear,"Generally permitted; use 'and/or assigns', market privately",959,924740,-0.01477612083412795,1046,1.13,293000.0,2.1,36.0,1.01587658,0.02807017544,-0.02441505595,2026-05-31
1822,9.4,-60.9,59.8,4.7,"Lake County, CA",CA,"Clearlake, CA",Mktg limits,No public property ads without ownership/license,59,67764,-0.006392961876832845,85,1.25,357000.0,8.2,91.0,0.9661795621,0.05934718101,-0.06349206349,2026-05-31
1823,9.3,-35.8,27.1,8.8,"Knox County, KY",KY,"London, KY",License req'd,HB 62: marketing an equitable interest = brokerage,20,29657,-0.017492131853569653,0,0.0,199000.0,3.9,93.0,0.9006678285,0.06417112299,0.5384615385,2026-05-31
1824,9.3,-10.5,14.2,41.1,"Pointe Coupee Parish, LA",LA,"Baton Rouge, LA",Clear,"Generally permitted; use 'and/or assigns', market privately",15,19845,-0.040098674663828965,41,2.07,189000.0,3.4,49.0,0.9510161438,-0.0848565549,1.5,2026-05-31
1825,9.2,-70.6,79.8,42.8,"Santa Fe County, NM",NM,"Santa Fe, NM",Clear,"Generally permitted; use 'and/or assigns', market privately",191,157765,0.017471107212877927,495,3.14,645001.0,4.4,50.0,0.9841829035,0.04538249595,0.2243589744,2026-05-31
1826,9.2,-9.9,4.0,37.2,"Mason County, IL",IL,Illinois nonmetropolitan area,License req'd,Only 1 deal / 12 mo without a broker license (RELA),11,12543,-0.03907147782119053,6,0.48,89900.0,2.1,60.0,0.925871933,0.09813597831,-0.3529411765,2026-05-31
1827,9.1,-52.8,46.6,21.1,"Armstrong County, PA",PA,"Pittsburgh, PA",Clear,"Generally permitted; use 'and/or assigns', market privately",26,63679,-0.02720745493431103,29,0.46,167500.0,5.9,57.0,0.9687197315,0.08064516129,-0.3333333333,2026-05-31
1828,9.1,-33.2,26.8,28.3,"Smyth County, VA",VA,Virginia nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",20,29137,-0.021591672263263934,12,0.41,202500.0,4.6,49.0,0.9432532611,0.265625,0.3333333333,2026-05-31
1829,9.1,-91.4,91.3,93.7,"Hillsborough County, NH",NH,"Manchester, NH",Clear,"Generally permitted; use 'and/or assigns', market privately",431,430462,0.017811500275459947,632,1.47,535000.0,1.8,29.0,1.021011002,0.04901960784,0.1194805195,2026-05-31
1830,9.0,-78.8,72.1,84.0,"Macon County, IL",IL,"Decatur, IL",License req'd,Only 1 deal / 12 mo without a broker license (RELA),121,100737,-0.029171967156239157,38,0.38,150000.0,1.7,29.0,0.9816215978,0.06194690265,-0.1357142857,2026-05-31
1831,9.0,-49.3,48.2,38.6,"Curry County, NM",NM,"Clovis, NM",Clear,"Generally permitted; use 'and/or assigns', market privately",38,47156,-0.025178815065944514,62,1.31,239950.0,5.5,37.0,,0.1852309212,-0.3666666667,2026-05-31
1832,8.9,-9.7,0.6,89.2,"Fairfield County, CT",CT,"Bridgeport, CT",Register,PA 25-168: register with DCP (effective Jul 2026),729,,,,,750000.0,2.8,32.0,1.037411328,0.07913669065,-0.1413427562,2026-05-31
1833,8.9,-36.6,29.7,56.5,"Barton County, KS",KS,"Great Bend, KS",Clear,"Generally permitted; use 'and/or assigns', market privately",28,24835,-0.023243923542830173,9,0.36,188700.0,2.5,56.0,,0.8964824121,1.153846154,2026-05-31
1834,8.8,-26.0,16.8,63.5,"Roosevelt County, NM",NM,"Portales, NM",Clear,"Generally permitted; use 'and/or assigns', market privately",18,18713,-0.022972902417375866,0,0.0,167500.0,2.5,46.0,,0.01515151515,0.2,2026-05-31
1835,8.8,-22.0,14.5,33.4,"Kossuth County, IA",IA,Iowa nonmetropolitan area,Mktg limits,No public property ads without ownership/license,21,14408,-0.025894124805625043,4,0.28,168000.0,2.2,77.0,0.9497471361,0.344,0.0,2026-05-31
1836,8.7,-76.8,74.4,48.6,"Berkshire County, MA",MA,"Pittsfield, MA",Clear,"Generally permitted; use 'and/or assigns', market privately",122,128726,-0.008365944596801528,149,1.16,345000.0,4.0,43.0,0.9743928601,0.08150470219,-0.06153846154,2026-05-31
1837,8.7,-11.4,5.7,9.2,"Union County, IL",IL,Illinois nonmetropolitan area,License req'd,Only 1 deal / 12 mo without a broker license (RELA),10,16886,-0.023817782402589895,10,0.59,203950.0,5.4,90.0,0.9417998855,1.527887952,0.25,2026-05-31
1838,8.6,-14.1,6.5,2.4,"Lewis County, WV",WV,West Virginia nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",11,16477,-0.031903642773207994,5,0.3,132500.0,3.6,197.0,0.881319244,-0.1770186335,0.0,2026-05-31
1839,8.6,-79.0,80.2,89.9,"Yolo County, CA",CA,"Sacramento, CA",Mktg limits,No public property ads without ownership/license,142,225251,0.034362257080930166,397,1.76,671500.0,2.1,20.0,0.9974022593,-0.02241956617,0.1833333333,2026-05-31
1840,8.5,-13.7,4.6,52.9,"Pennington County, MN",MN,Minnesota nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",11,13652,-0.02136200716845878,1,0.07,187500.0,3.6,41.0,0.9699401982,0.1467889908,-0.3888888889,2026-05-31
1841,8.5,-82.0,80.9,77.0,"Shasta County, CA",CA,"Redding, CA",Mktg limits,No public property ads without ownership/license,190,181121,-0.005867500960535704,254,1.4,380000.0,3.2,24.0,0.9905864975,-0.007832898172,-0.02564102564,2026-05-31
